year,date,city,venue,teams,match_number,stage,toss_winner,toss_decision,first_inning_runs,first_inning_overs,first_inning_wickets,second_inning_runs,second_inning_overs,second_inning_wickets,winner,won_by_runs,won_by_wickets,player_of_match,super_over
2018,2018-04-09,Hyderabad,Rajiv Gandhi International Stadium,"{""Rajasthan Royals"",""Sunrisers Hyderabad""}",4,,Sunrisers Hyderabad,field,125,20,9,127,15.5,1,Sunrisers Hyderabad,,9,"{""S Dhawan""}",f
2018,2018-04-10,Chennai,MA Chidambaram Stadium,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",5,,Chennai Super Kings,field,202,20,6,205,20,5,Chennai Super Kings,,5,"{""SW Billings""}",f
2018,2018-04-11,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Delhi Daredevils""}",6,,Delhi Daredevils,field,153,18,5,60,6,4,Rajasthan Royals,10,,"{""SV Samson""}",f
2018,2018-04-12,Hyderabad,Rajiv Gandhi International Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",7,,Sunrisers Hyderabad,field,147,20,8,151,20,9,Sunrisers Hyderabad,,1,"{""Rashid Khan""}",f
2018,2018-04-13,Bengaluru,M.Chinnaswamy Stadium,"{""Punjab Kings"",""Royal Challengers Bangalore""}",8,,Royal Challengers Bangalore,field,155,19.3,10,159,19.3,6,Royal Challengers Bangalore,,4,"{""UT Yadav""}",f
2018,2018-04-14,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",9,,Delhi Daredevils,field,194,20,7,195,20,3,Delhi Daredevils,,7,"{""JJ Roy""}",f
2018,2018-04-14,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Sunrisers Hyderabad""}",10,,Sunrisers Hyderabad,field,138,20,8,139,19,5,Sunrisers Hyderabad,,5,"{""B Stanlake""}",f
2018,2018-04-15,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Punjab Kings"",""Chennai Super Kings""}",12,,Chennai Super Kings,field,197,20,7,193,20,5,Punjab Kings,4,,"{""CH Gayle""}",f
2018,2018-04-15,Bengaluru,M.Chinnaswamy Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",11,,Royal Challengers Bangalore,field,217,20,4,198,20,6,Rajasthan Royals,19,,"{""SV Samson""}",f
2018,2018-04-16,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Delhi Daredevils""}",13,,Delhi Daredevils,field,200,20,9,129,14.2,10,Kolkata Knight Riders,71,,"{""N Rana""}",f
2018,2018-04-17,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",14,,Royal Challengers Bangalore,field,213,20,6,167,20,8,Mumbai Indians,46,,"{""RG Sharma""}",f
2018,2018-04-18,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Kolkata Knight Riders""}",15,,Kolkata Knight Riders,field,160,20,8,163,19,3,Kolkata Knight Riders,,7,"{""N Rana""}",f
2018,2018-04-19,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Punjab Kings"",""Sunrisers Hyderabad""}",16,,Punjab Kings,bat,193,20,3,178,20,5,Punjab Kings,15,,"{""CH Gayle""}",f
2018,2018-04-20,Pune,Maharashtra Cricket Association Stadium,"{""Chennai Super Kings"",""Rajasthan Royals""}",17,,Rajasthan Royals,field,204,20,5,140,18.3,10,Chennai Super Kings,64,,"{""SR Watson""}",f
2018,2018-04-21,Bengaluru,M.Chinnaswamy Stadium,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",19,,Royal Challengers Bangalore,field,174,20,5,176,18,4,Royal Challengers Bangalore,,6,"{""AB de Villiers""}",f
2018,2018-04-21,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",18,,Punjab Kings,field,191,20,7,126,11.1,1,Punjab Kings,,9,"{""KL Rahul""}",f
2018,2018-04-22,Jaipur,Sawai Mansingh Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",21,,Mumbai Indians,bat,167,20,7,168,19.4,7,Rajasthan Royals,,3,"{""JC Archer""}",f
2018,2018-04-22,Hyderabad,Rajiv Gandhi International Stadium,"{""Chennai Super Kings"",""Sunrisers Hyderabad""}",20,,Sunrisers Hyderabad,field,182,20,3,178,20,6,Chennai Super Kings,4,,"{""AT Rayudu""}",f
2018,2018-04-23,Delhi,Arun Jaitley Stadium,"{""Punjab Kings"",""Delhi Daredevils""}",22,,Delhi Daredevils,field,143,20,8,139,20,8,Punjab Kings,4,,"{""AS Rajpoot""}",f
2018,2018-04-24,Mumbai,Wankhede Stadium,"{""Sunrisers Hyderabad"",""Mumbai Indians""}",23,,Mumbai Indians,field,118,18.4,10,87,18.5,10,Sunrisers Hyderabad,31,,"{""Rashid Khan""}",f
2018,2018-04-25,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",24,,Chennai Super Kings,field,205,20,8,207,19.4,5,Chennai Super Kings,,5,"{""MS Dhoni""}",f
2018,2018-04-26,Hyderabad,Rajiv Gandhi International Stadium,"{""Sunrisers Hyderabad"",""Punjab Kings""}",25,,Punjab Kings,field,132,20,6,119,19.2,10,Sunrisers Hyderabad,13,,"{""AS Rajpoot""}",f
2018,2018-04-27,Delhi,Arun Jaitley Stadium,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",26,,Kolkata Knight Riders,field,219,20,4,164,20,9,Delhi Daredevils,55,,"{""SS Iyer""}",f
2018,2018-04-28,Pune,Maharashtra Cricket Association Stadium,"{""Chennai Super Kings"",""Mumbai Indians""}",27,,Mumbai Indians,field,169,20,5,170,19.4,2,Mumbai Indians,,8,"{""RG Sharma""}",f
2018,2018-04-29,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",29,,Kolkata Knight Riders,field,175,20,4,176,19.1,5,Kolkata Knight Riders,,6,"{""CA Lynn""}",f
2018,2018-04-29,Jaipur,Sawai Mansingh Stadium,"{""Sunrisers Hyderabad"",""Rajasthan Royals""}",28,,Sunrisers Hyderabad,bat,151,20,7,140,20,6,Sunrisers Hyderabad,11,,"{""KS Williamson""}",f
2018,2018-04-30,Pune,Maharashtra Cricket Association Stadium,"{""Chennai Super Kings"",""Delhi Daredevils""}",30,,Delhi Daredevils,field,211,20,4,198,20,5,Chennai Super Kings,13,,"{""SR Watson""}",f
2018,2018-05-01,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",31,,Mumbai Indians,field,167,20,7,153,20,7,Royal Challengers Bangalore,14,,"{""TG Southee""}",f
2018,2018-05-02,Delhi,Arun Jaitley Stadium,"{""Delhi Daredevils"",""Rajasthan Royals""}",32,,Rajasthan Royals,field,196,17.1,6,146,12,5,Delhi Daredevils,4,,"{""RR Pant""}",f
2018,2018-05-03,Kolkata,Eden Gardens,"{""Chennai Super Kings"",""Kolkata Knight Riders""}",33,,Kolkata Knight Riders,field,177,20,5,180,17.5,4,Kolkata Knight Riders,,6,"{""SP Narine""}",f
2018,2018-05-04,Indore,Holkar Cricket Stadium,"{""Punjab Kings"",""Mumbai Indians""}",34,,Mumbai Indians,field,174,20,6,176,19,4,Mumbai Indians,,6,"{""SA Yadav""}",f
2018,2018-05-05,Hyderabad,Rajiv Gandhi International Stadium,"{""Delhi Daredevils"",""Sunrisers Hyderabad""}",36,,Delhi Daredevils,bat,163,20,5,164,19.5,3,Sunrisers Hyderabad,,7,"{""Rashid Khan""}",f
2018,2018-05-05,Pune,Maharashtra Cricket Association Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",35,,Chennai Super Kings,field,127,20,9,128,18,4,Chennai Super Kings,,6,"{""RA Jadeja""}",f
2018,2018-05-06,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",37,,Kolkata Knight Riders,field,181,20,4,168,20,6,Mumbai Indians,13,,"{""HH Pandya""}",f
2018,2018-05-06,Indore,Holkar Cricket Stadium,"{""Rajasthan Royals"",""Punjab Kings""}",38,,Punjab Kings,field,152,20,9,155,18.4,4,Punjab Kings,,6,"{""Mujeeb Ur Rahman""}",f
2018,2018-05-07,Hyderabad,Rajiv Gandhi International Stadium,"{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",39,,Royal Challengers Bangalore,field,146,20,10,141,20,6,Sunrisers Hyderabad,5,,"{""KS Williamson""}",f
2018,2018-05-08,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Punjab Kings""}",40,,Rajasthan Royals,bat,158,20,8,143,20,7,Rajasthan Royals,15,,"{""JC Buttler""}",f
2018,2018-05-09,Kolkata,Eden Gardens,"{""Mumbai Indians"",""Kolkata Knight Riders""}",41,,Kolkata Knight Riders,field,210,20,6,108,18.1,10,Mumbai Indians,102,,"{""Ishan Kishan""}",f
2018,2018-05-10,Delhi,Arun Jaitley Stadium,"{""Delhi Daredevils"",""Sunrisers Hyderabad""}",42,,Delhi Daredevils,bat,187,20,5,191,18.5,1,Sunrisers Hyderabad,,9,"{""S Dhawan""}",f
2018,2018-05-11,Jaipur,Sawai Mansingh Stadium,"{""Chennai Super Kings"",""Rajasthan Royals""}",43,,Chennai Super Kings,bat,176,20,4,177,19.5,6,Rajasthan Royals,,4,"{""JC Buttler""}",f
2018,2018-05-12,Indore,Holkar Cricket Stadium,"{""Kolkata Knight Riders"",""Punjab Kings""}",44,,Punjab Kings,field,245,20,6,214,20,8,Kolkata Knight Riders,31,,"{""SP Narine""}",f
2018,2018-05-12,Delhi,Arun Jaitley Stadium,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",45,,Royal Challengers Bangalore,field,181,20,4,187,19,5,Royal Challengers Bangalore,,5,"{""AB de Villiers""}",f
2018,2018-05-13,Pune,Maharashtra Cricket Association Stadium,"{""Sunrisers Hyderabad"",""Chennai Super Kings""}",46,,Chennai Super Kings,field,179,20,4,180,19,2,Chennai Super Kings,,8,"{""AT Rayudu""}",f
2018,2018-05-13,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",47,,Rajasthan Royals,field,168,20,6,171,18,3,Rajasthan Royals,,7,"{""JC Buttler""}",f
2018,2018-05-14,Indore,Holkar Cricket Stadium,"{""Punjab Kings"",""Royal Challengers Bangalore""}",48,,Royal Challengers Bangalore,field,88,15.1,10,92,8.2,0,Royal Challengers Bangalore,,10,"{""UT Yadav""}",f
2018,2018-05-15,Kolkata,Eden Gardens,"{""Rajasthan Royals"",""Kolkata Knight Riders""}",49,,Kolkata Knight Riders,field,142,19,10,145,18,4,Kolkata Knight Riders,,6,"{""Kuldeep Yadav""}",f
2018,2018-05-16,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",50,,Punjab Kings,field,186,20,8,183,20,5,Mumbai Indians,3,,"{""JJ Bumrah""}",f
2018,2018-05-17,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Sunrisers Hyderabad""}",51,,Sunrisers Hyderabad,field,218,20,6,204,20,3,Royal Challengers Bangalore,14,,"{""AB de Villiers""}",f
2018,2018-05-18,Delhi,Arun Jaitley Stadium,"{""Delhi Daredevils"",""Chennai Super Kings""}",52,,Chennai Super Kings,field,162,20,5,128,20,6,Delhi Daredevils,34,,"{""HV Patel""}",f
2018,2018-05-19,Hyderabad,Rajiv Gandhi International Stadium,"{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",54,,Sunrisers Hyderabad,bat,172,20,9,173,19.4,5,Kolkata Knight Riders,,5,"{""CA Lynn""}",f
2018,2018-05-19,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",53,,Rajasthan Royals,bat,164,20,5,134,19.2,10,Rajasthan Royals,30,,"{""S Gopal""}",f
2018,2018-05-20,Delhi,Arun Jaitley Stadium,"{""Delhi Daredevils"",""Mumbai Indians""}",55,,Delhi Daredevils,bat,174,20,4,163,19.3,10,Delhi Daredevils,11,,"{""A Mishra""}",f
2018,2018-05-20,Pune,Maharashtra Cricket Association Stadium,"{""Punjab Kings"",""Chennai Super Kings""}",56,,Chennai Super Kings,field,153,19.4,10,159,19.1,5,Chennai Super Kings,,5,"{""L Ngidi""}",f
2018,2018-05-22,Mumbai,Wankhede Stadium,"{""Sunrisers Hyderabad"",""Chennai Super Kings""}",,Qualifier 1,Chennai Super Kings,field,139,20,7,140,19.1,8,Chennai Super Kings,,2,"{""F du Plessis""}",f
2018,2018-05-23,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",,Eliminator,Rajasthan Royals,field,169,20,7,144,20,4,Kolkata Knight Riders,25,,"{""AD Russell""}",f
2018,2018-05-25,Kolkata,Eden Gardens,"{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",,Qualifier 2,Kolkata Knight Riders,field,174,20,7,160,20,9,Sunrisers Hyderabad,14,,"{""Rashid Khan""}",f
2018,2018-05-27,Mumbai,Wankhede Stadium,"{""Sunrisers Hyderabad"",""Chennai Super Kings""}",,Final,Chennai Super Kings,field,178,20,6,181,18.3,2,Chennai Super Kings,,8,"{""SR Watson""}",f
2019,2019-03-23,Chennai,MA Chidambaram Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",1,,Chennai Super Kings,field,70,17.1,10,71,17.5,3,Chennai Super Kings,,7,"{""Harbhajan Singh""}",f
2019,2019-03-24,Kolkata,Eden Gardens,"{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",2,,Kolkata Knight Riders,field,181,20,3,183,19.5,4,Kolkata Knight Riders,,6,"{""AD Russell""}",f
2019,2019-03-24,Mumbai,Wankhede Stadium,"{""Delhi Capitals"",""Mumbai Indians""}",3,,Mumbai Indians,field,213,20,6,176,19.2,9,Delhi Capitals,37,,"{""RR Pant""}",f
2019,2019-03-25,Jaipur,Sawai Mansingh Stadium,"{""Punjab Kings"",""Rajasthan Royals""}",4,,Rajasthan Royals,field,184,20,4,170,20,9,Punjab Kings,14,,"{""CH Gayle""}",f
2019,2019-03-26,Delhi,Arun Jaitley Stadium,"{""Delhi Capitals"",""Chennai Super Kings""}",5,,Delhi Capitals,bat,147,20,6,150,19.4,4,Chennai Super Kings,,6,"{""SR Watson""}",f
2019,2019-03-27,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",6,,Punjab Kings,field,218,20,4,190,20,4,Kolkata Knight Riders,28,,"{""AD Russell""}",f
2019,2019-03-28,Bengaluru,M.Chinnaswamy Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",7,,Royal Challengers Bangalore,field,187,20,8,181,20,5,Mumbai Indians,6,,"{""JJ Bumrah""}",f
2019,2019-03-29,Hyderabad,Rajiv Gandhi International Stadium,"{""Rajasthan Royals"",""Sunrisers Hyderabad""}",8,,Rajasthan Royals,bat,198,20,2,201,19,5,Sunrisers Hyderabad,,5,"{""Rashid Khan""}",f
2019,2019-03-30,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Mumbai Indians"",""Punjab Kings""}",9,,Punjab Kings,field,176,20,7,177,18.4,2,Punjab Kings,,8,"{""MA Agarwal""}",f
2019,2019-03-30,Delhi,Arun Jaitley Stadium,"{""Kolkata Knight Riders"",""Delhi Capitals""}",10,,Delhi Capitals,field,185,20,8,185,20,6,Delhi Capitals,,,"{""PP Shaw""}",t
2019,2019-03-31,Hyderabad,Rajiv Gandhi International Stadium,"{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",11,,Royal Challengers Bangalore,field,231,20,2,113,19.5,10,Sunrisers Hyderabad,118,,"{""JM Bairstow""}",f
2019,2019-03-31,Chennai,MA Chidambaram Stadium,"{""Chennai Super Kings"",""Rajasthan Royals""}",12,,Rajasthan Royals,field,175,20,5,167,20,8,Chennai Super Kings,8,,"{""MS Dhoni""}",f
2019,2019-04-01,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Punjab Kings"",""Delhi Capitals""}",13,,Delhi Capitals,field,166,20,9,152,19.2,10,Punjab Kings,14,,"{""SM Curran""}",f
2019,2019-04-02,Jaipur,Sawai Mansingh Stadium,"{""Royal Challengers Bangalore"",""Rajasthan Royals""}",14,,Rajasthan Royals,field,158,20,4,164,19.5,3,Rajasthan Royals,,7,"{""S Gopal""}",f
2019,2019-04-03,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",15,,Chennai Super Kings,field,170,20,5,133,20,8,Mumbai Indians,37,,"{""HH Pandya""}",f
2019,2019-04-04,Delhi,Arun Jaitley Stadium,"{""Delhi Capitals"",""Sunrisers Hyderabad""}",16,,Sunrisers Hyderabad,field,129,20,8,131,18.3,5,Sunrisers Hyderabad,,5,"{""JM Bairstow""}",f
2019,2019-04-05,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",17,,Kolkata Knight Riders,field,205,20,3,206,19.1,5,Kolkata Knight Riders,,5,"{""AD Russell""}",f
2019,2019-04-06,Hyderabad,Rajiv Gandhi International Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",19,,Sunrisers Hyderabad,field,136,20,7,96,17.4,10,Mumbai Indians,40,,"{""AS Joseph""}",f
2019,2019-04-06,Chennai,MA Chidambaram Stadium,"{""Chennai Super Kings"",""Punjab Kings""}",18,,Chennai Super Kings,bat,160,20,3,138,20,5,Chennai Super Kings,22,,"{""Harbhajan Singh""}",f
2019,2019-04-07,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Capitals""}",20,,Delhi Capitals,field,149,20,8,152,18.5,6,Delhi Capitals,,4,"{""K Rabada""}",f
2019,2019-04-07,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Kolkata Knight Riders""}",21,,Kolkata Knight Riders,field,139,20,3,140,14,2,Kolkata Knight Riders,,8,"{""HF Gurney""}",f
2019,2019-04-08,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Sunrisers Hyderabad"",""Punjab Kings""}",22,,Punjab Kings,field,150,20,4,151,19.5,4,Punjab Kings,,6,"{""KL Rahul""}",f
2019,2019-04-09,Chennai,MA Chidambaram Stadium,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",23,,Chennai Super Kings,field,108,20,9,111,17.3,3,Chennai Super Kings,,7,"{""DL Chahar""}",f
2019,2019-04-10,Mumbai,Wankhede Stadium,"{""Punjab Kings"",""Mumbai Indians""}",24,,Mumbai Indians,field,197,20,4,198,20,7,Mumbai Indians,,3,"{""KA Pollard""}",f
2019,2019-04-11,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Chennai Super Kings""}",25,,Chennai Super Kings,field,151,20,7,155,20,6,Chennai Super Kings,,4,"{""MS Dhoni""}",f
2019,2019-04-12,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Delhi Capitals""}",26,,Delhi Capitals,field,178,20,7,180,18.5,3,Delhi Capitals,,7,"{""S Dhawan""}",f
2019,2019-04-13,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Punjab Kings"",""Royal Challengers Bangalore""}",28,,Royal Challengers Bangalore,field,173,20,4,174,19.2,2,Royal Challengers Bangalore,,8,"{""AB de Villiers""}",f
2019,2019-04-13,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",27,,Rajasthan Royals,field,187,20,5,188,19.3,6,Rajasthan Royals,,4,"{""JC Buttler""}",f
2019,2019-04-14,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",29,,Chennai Super Kings,field,161,20,8,162,19.4,5,Chennai Super Kings,,5,"{""Imran Tahir""}",f
2019,2019-04-14,Hyderabad,Rajiv Gandhi International Stadium,"{""Delhi Capitals"",""Sunrisers Hyderabad""}",30,,Sunrisers Hyderabad,field,155,20,7,116,19,10,Delhi Capitals,39,,"{""KMA Paul""}",f
2019,2019-04-15,Mumbai,Wankhede Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",31,,Mumbai Indians,field,171,20,7,172,19,5,Mumbai Indians,,5,"{""SL Malinga""}",f
2019,2019-04-16,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Punjab Kings"",""Rajasthan Royals""}",32,,Rajasthan Royals,field,182,20,6,170,20,7,Punjab Kings,12,,"{""R Ashwin""}",f
2019,2019-04-17,Hyderabad,Rajiv Gandhi International Stadium,"{""Chennai Super Kings"",""Sunrisers Hyderabad""}",33,,Chennai Super Kings,bat,132,20,5,137,16.5,4,Sunrisers Hyderabad,,6,"{""DA Warner""}",f
2019,2019-04-18,Delhi,Arun Jaitley Stadium,"{""Mumbai Indians"",""Delhi Capitals""}",34,,Mumbai Indians,bat,168,20,5,128,20,9,Mumbai Indians,40,,"{""HH Pandya""}",f
2019,2019-04-19,Kolkata,Eden Gardens,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",35,,Kolkata Knight Riders,field,213,20,4,203,20,5,Royal Challengers Bangalore,10,,"{""V Kohli""}",f
2019,2019-04-20,Jaipur,Sawai Mansingh Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",36,,Rajasthan Royals,field,161,20,5,162,19.1,5,Rajasthan Royals,,5,"{""SPD Smith""}",f
2019,2019-04-20,Delhi,Arun Jaitley Stadium,"{""Punjab Kings"",""Delhi Capitals""}",37,,Delhi Capitals,field,163,20,7,166,19.4,5,Delhi Capitals,,5,"{""SS Iyer""}",f
2019,2019-04-21,Hyderabad,Rajiv Gandhi International Stadium,"{""Kolkata Knight Riders"",""Sunrisers Hyderabad""}",38,,Sunrisers Hyderabad,field,159,20,8,161,15,1,Sunrisers Hyderabad,,9,"{""KK Ahmed""}",f
2019,2019-04-21,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",39,,Chennai Super Kings,field,161,20,7,160,20,8,Royal Challengers Bangalore,1,,"{""PA Patel""}",f
2019,2019-04-22,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Delhi Capitals""}",40,,Delhi Capitals,field,191,20,6,193,19.2,4,Delhi Capitals,,6,"{""RR Pant""}",f
2019,2019-04-23,Chennai,MA Chidambaram Stadium,"{""Sunrisers Hyderabad"",""Chennai Super Kings""}",41,,Chennai Super Kings,field,175,20,3,176,19.5,4,Chennai Super Kings,,6,"{""SR Watson""}",f
2019,2019-04-24,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",42,,Punjab Kings,field,202,20,4,185,20,7,Royal Challengers Bangalore,17,,"{""AB de Villiers""}",f
2019,2019-04-25,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",43,,Rajasthan Royals,field,175,20,6,177,19.2,7,Rajasthan Royals,,3,"{""VR Aaron""}",f
2019,2019-04-26,Chennai,MA Chidambaram Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",44,,Chennai Super Kings,field,155,20,4,109,17.4,10,Mumbai Indians,46,,"{""RG Sharma""}",f
2019,2019-04-27,Jaipur,Sawai Mansingh Stadium,"{""Sunrisers Hyderabad"",""Rajasthan Royals""}",45,,Rajasthan Royals,field,160,20,8,161,19.1,3,Rajasthan Royals,,7,"{""JD Unadkat""}",f
2019,2019-04-28,Delhi,Arun Jaitley Stadium,"{""Delhi Capitals"",""Royal Challengers Bangalore""}",46,,Delhi Capitals,bat,187,20,5,171,20,7,Delhi Capitals,16,,"{""S Dhawan""}",f
2019,2019-04-28,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",47,,Mumbai Indians,field,232,20,2,198,20,7,Kolkata Knight Riders,34,,"{""AD Russell""}",f
2019,2019-04-29,Hyderabad,Rajiv Gandhi International Stadium,"{""Sunrisers Hyderabad"",""Punjab Kings""}",48,,Punjab Kings,field,212,20,6,167,20,8,Sunrisers Hyderabad,45,,"{""DA Warner""}",f
2019,2019-04-30,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Rajasthan Royals""}",49,,Rajasthan Royals,field,62,5,7,41,3.2,1,,,,{},f
2019,2019-05-01,Chennai,MA Chidambaram Stadium,"{""Chennai Super Kings"",""Delhi Capitals""}",50,,Delhi Capitals,field,179,20,4,99,16.2,10,Chennai Super Kings,80,,"{""MS Dhoni""}",f
2019,2019-05-02,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",51,,Mumbai Indians,bat,162,20,5,162,20,6,Mumbai Indians,,,"{""JJ Bumrah""}",t
2019,2019-05-03,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Punjab Kings"",""Kolkata Knight Riders""}",52,,Kolkata Knight Riders,field,183,20,6,185,18,3,Kolkata Knight Riders,,7,"{""Shubman Gill""}",f
2019,2019-05-04,Delhi,Arun Jaitley Stadium,"{""Rajasthan Royals"",""Delhi Capitals""}",53,,Rajasthan Royals,bat,115,20,9,121,16.1,5,Delhi Capitals,,5,"{""A Mishra""}",f
2019,2019-05-04,Bengaluru,M.Chinnaswamy Stadium,"{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",54,,Royal Challengers Bangalore,field,175,20,7,178,19.2,6,Royal Challengers Bangalore,,4,"{""SO Hetmyer""}",f
2019,2019-05-05,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Chennai Super Kings"",""Punjab Kings""}",55,,Punjab Kings,field,170,20,5,173,18,4,Punjab Kings,,6,"{""KL Rahul""}",f
2019,2019-05-05,Mumbai,Wankhede Stadium,"{""Kolkata Knight Riders"",""Mumbai Indians""}",56,,Mumbai Indians,field,133,20,7,134,16.1,1,Mumbai Indians,,9,"{""HH Pandya""}",f
2019,2019-05-07,Chennai,MA Chidambaram Stadium,"{""Chennai Super Kings"",""Mumbai Indians""}",,Qualifier 1,Chennai Super Kings,bat,131,20,4,132,18.3,4,Mumbai Indians,,6,"{""SA Yadav""}",f
2019,2019-05-08,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Sunrisers Hyderabad"",""Delhi Capitals""}",,Eliminator,Delhi Capitals,field,162,20,8,165,20,8,Delhi Capitals,,2,"{""RR Pant""}",f
2019,2019-05-10,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Delhi Capitals"",""Chennai Super Kings""}",,Qualifier 2,Chennai Super Kings,field,147,20,9,151,19,4,Chennai Super Kings,,6,"{""F du Plessis""}",f
2019,2019-05-12,Hyderabad,Rajiv Gandhi International Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",,Final,Mumbai Indians,bat,149,20,8,148,20,7,Mumbai Indians,1,,"{""JJ Bumrah""}",f
